Можно ли отключить азан с пульта у лампы цилиндр?;Здравствуйте! Да, можно. В лампе-цилиндр азан отключается долгим нажатием на кнопку «Azan» на пульте.
Есть ли модель лампы без нашидов и восточных мелодий?;Здравствуйте, уважаемый покупатель! Во всех наших моделях ламп есть нашиды. Они всегда без музыкального сопровождения, только с голосом. Если не хотите слушать нашиды, просто не используйте эту функцию. Ждём вас за новыми покупками в нашем магазине. С наилучшими пожеланиями, команда MalDina.
Можно ли купить лампу без нашидов?;Здравствуйте, уважаемый покупатель! Во всех наших моделях ламп есть нашиды. Они всегда без музыкального сопровождения, только с голосом. Если не хотите слушать нашиды, просто не используйте эту функцию. Ждём вас за новыми покупками в нашем магазине. С наилучшими пожеланиями, команда MalDina.
Есть ли лампа без восточных мелодий и нашидов?;Здравствуйте, уважаемый покупатель! Во всех наших моделях ламп есть нашиды. Они всегда без музыкального сопровождения, только с голосом. Если не хотите слушать нашиды, просто не используйте эту функцию. Ждём вас за новыми покупками в нашем магазине. С наилучшими пожеланиями, команда MalDina.
Можно ли отключить нашиды на лампе?;Здравствуйте, уважаемый покупатель! Во всех наших моделях ламп есть нашиды. Они всегда без музыкального сопровождения, только с голосом. Если не хотите слушать нашиды, просто не используйте эту функцию. Ждём вас за новыми покупками в нашем магазине. С наилучшими пожеланиями, команда MalDina.
У вас бывают лампы без нашидов?;Здравствуйте, уважаемый покупатель! Во всех наших моделях ламп есть нашиды. Они всегда без музыкального сопровождения, только с голосом. Если не хотите слушать нашиды, просто не используйте эту функцию. Ждём вас за новыми покупками в нашем магазине. С наилучшими пожеланиями, команда MalDina.
Лампа читает только азан и рукью без Bluetooth?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
В лампе есть только азан и рукья или все суры тоже?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Какие суры есть в лампе кроме азана и рукьи?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Лампа воспроизводит только азан и рукью?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Можно ли слушать другие суры на лампе без Bluetooth?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Пришлите, пожалуйста, инструкцию для лампочки для розетки;Здравствуйте, уважаемый покупатель! Скачать инструкцию к лампочке для розетки можно по ссылке: https://disk.yandex.ru/d/pB_H78P0A1iz0A
Где можно скачать инструкцию для лампы в розетку?;Здравствуйте, уважаемый покупатель! Скачать инструкцию к лампочке для розетки можно по ссылке: https://disk.yandex.ru/d/pB_H78P0A1iz0A
Есть ли инструкция для лампы, которая в розетку?;Здравствуйте, уважаемый покупатель! Скачать инструкцию к лампочке для розетки можно по ссылке: https://disk.yandex.ru/d/pB_H78P0A1iz0A
Как получить инструкцию для лампы-розетки?;Здравствуйте, уважаемый покупатель! Скачать инструкцию к лампочке для розетки можно по ссылке: https://disk.yandex.ru/d/pB_H78P0A1iz0A
Инструкция к лампе для розетки — где найти?;Здравствуйте, уважаемый покупатель! Скачать инструкцию к лампочке для розетки можно по ссылке: https://disk.yandex.ru/d/pB_H78P0A1iz0A
Можно ли на лампе включать через телефон не только Коран, а музыку или видео?;Здравствуйте! Да, лампу можно использовать как Bluetooth-колонку. Подключите её к телефону по Bluetooth и включайте любую музыку, аудио или видео — всё будет звучать через лампу.
Лампа работает как колонка для телефона?;Здравствуйте! Да, лампу можно использовать как Bluetooth-колонку. Подключите её к телефону по Bluetooth и включайте любую музыку, аудио или видео — всё будет звучать через лампу.
Можно ли через телефон включать музыку на лампе, а не только Коран?;Здравствуйте! Да, лампу можно использовать как Bluetooth-колонку. Подключите её к телефону по Bluetooth и включайте любую музыку, аудио или видео — всё будет звучать через лампу.
Как использовать лампу как колонку для телефона?;Здравствуйте! Да, лампу можно использовать как Bluetooth-колонку. Подключите её к телефону по Bluetooth и включайте любую музыку, аудио или видео — всё будет звучать через лампу.
"Можно ли слушать любые песни с телефона через лампу?""";Здравствуйте! Да, лампу можно использовать как Bluetooth-колонку. Подключите её к телефону по Bluetooth и включайте любую музыку, аудио или видео — всё будет звучать через лампу.
Лампа читает только азан и рукью без Bluetooth?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
В лампе есть только азан и рукья или все суры тоже?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Какие суры есть в лампе кроме азана и рукьи?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Лампа воспроизводит только азан и рукью?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Можно ли слушать другие суры на лампе без Bluetooth?;Здравствуйте, уважаемый покупатель! Нет, в лампе есть не только азан и рукья — в ней содержится весь Коран целиком. Вы можете выбирать разные суры, чтецов и языки. Управлять лампой можно через пульт или приложение по Bluetooth. С наилучшими пожеланиями, команда MalDina.
Сколько всего аятов читает лампа?;Здравствуйте! Да, в лампе содержится полный Коран — все суры и аяты полностью. Ждём вас за новыми покупками в нашем магазине. С уважением, команда MalDina.
Есть ли в лампе полный Коран (все аяты)?;Здравствуйте! Да, в лампе содержится полный Коран — все суры и аяты полностью. Ждём вас за новыми покупками в нашем магазине. С уважением, команда MalDina.
Лампа воспроизводит весь Коран или отдельные суры?;Здравствуйте! Да, в лампе содержится полный Коран — все суры и аяты полностью. Ждём вас за новыми покупками в нашем магазине. С уважением, команда MalDina.
Все ли аяты есть в лампе?;Здравствуйте! Да, в лампе содержится полный Коран — все суры и аяты полностью. Ждём вас за новыми покупками в нашем магазине. С уважением, команда MalDina.
Потеряли пульт, можно ссылку для покупки?;Здравствуйте! Если пульт утерян, вы можете заказать новый. Пульт для ламп — артикул WB: 152091010. Ждём вас за покупками в нашем магазине. С уважением, команда MalDina.
Где купить новый пульт для лампы?;Здравствуйте! Если пульт утерян, вы можете заказать новый. Пульт для ламп — артикул WB: 152091010. Ждём вас за покупками в нашем магазине. С уважением, команда MalDina.
Можно заказать отдельно пульт от лампы?;Здравствуйте! Если пульт утерян, вы можете заказать новый. Пульт для ламп — артикул WB: 152091010. Ждём вас за покупками в нашем магазине. С уважением, команда MalDina.
Утерял пульт от лампы, как заказать новый?;Здравствуйте! Если пульт утерян, вы можете заказать новый. Пульт для ламп — артикул WB: 152091010. Ждём вас за покупками в нашем магазине. С уважением, команда MalDina.
Дайте ссылку на пульт для лампы;Здравствуйте! Если пульт утерян, вы можете заказать новый. Пульт для ламп — артикул WB: 152091010. Ждём вас за покупками в нашем магазине. С уважением, команда MalDina.
Светильник пришёл без пульта, как оформить дозаказ?;Добрый день! Все наши товары проходят проверку перед отправкой, но сотрудники ПВЗ также просят проверять комплектацию на месте при получении. Если пульт отсутствует, вы можете оформить дозаказ отдельно. Артикул пульта для ламп — WB: 152091010. Благодарим за покупку! С уважением, команда MalDina.
Что делать, если лампа пришла без пульта?;Добрый день! Все наши товары проходят проверку перед отправкой, но сотрудники ПВЗ также просят проверять комплектацию на месте при получении. Если пульт отсутствует, вы можете оформить дозаказ отдельно. Артикул пульта для ламп — WB: 152091010. Благодарим за покупку! С уважением, команда MalDina.
Как купить пульт, если в комплекте его не было?;Добрый день! Все наши товары проходят проверку перед отправкой, но сотрудники ПВЗ также просят проверять комплектацию на месте при получении. Если пульт отсутствует, вы можете оформить дозаказ отдельно. Артикул пульта для ламп — WB: 152091010. Благодарим за покупку! С уважением, команда MalDina.
Если пришла лампа без пульта, можно дозаказать отдельно?;Добрый день! Все наши товары проходят проверку перед отправкой, но сотрудники ПВЗ также просят проверять комплектацию на месте при получении. Если пульт отсутствует, вы можете оформить дозаказ отдельно. Артикул пульта для ламп — WB: 152091010. Благодарим за покупку! С уважением, команда MalDina.
Лампа пришла без пульта, где взять новый?;Добрый день! Все наши товары проходят проверку перед отправкой, но сотрудники ПВЗ также просят проверять комплектацию на месте при получении. Если пульт отсутствует, вы можете оформить дозаказ отдельно. Артикул пульта для ламп — WB: 152091010. Благодарим за покупку! С уважением, команда MalDina.
У меня проблемы с пультом, он не подключается к лампе. Могу ли я купить новый пульт на Ozon?;Здравствуйте! Благодарим вас за обращение. Да, у нас можно приобрести пульт для наших ламп. Но обратите внимание: если лампа была куплена не у нас, то модель пульта может отличаться. Для заказа используйте артикул на Ozon — 1759013127. С уважением, команда MalDina.
Пульт не работает, где можно купить новый?;Здравствуйте! Благодарим вас за обращение. Да, у нас можно приобрести пульт для наших ламп. Но обратите внимание: если лампа была куплена не у нас, то модель пульта может отличаться. Для заказа используйте артикул на Ozon — 1759013127. С уважением, команда MalDina.
Пульт не подключается к лампе, можно заказать другой?;Здравствуйте! Благодарим вас за обращение. Да, у нас можно приобрести пульт для наших ламп. Но обратите внимание: если лампа была куплена не у нас, то модель пульта может отличаться. Для заказа используйте артикул на Ozon — 1759013127. С уважением, команда MalDina.
Где купить пульт для лампы MalDina на Ozon?;Здравствуйте! Благодарим вас за обращение. Да, у нас можно приобрести пульт для наших ламп. Но обратите внимание: если лампа была куплена не у нас, то модель пульта может отличаться. Для заказа используйте артикул на Ozon — 1759013127. С уважением, команда MalDina.
Можно ли купить пульт отдельно, если старый не работает?;Здравствуйте! Благодарим вас за обращение. Да, у нас можно приобрести пульт для наших ламп. Но обратите внимание: если лампа была куплена не у нас, то модель пульта может отличаться. Для заказа используйте артикул на Ozon — 1759013127. С уважением, команда MalDina.
Есть ли инструкция и пульт на арабском языке?;Здравствуйте, уважаемый покупатель! В данной модели лампы, в зависимости от партии, пульт, коробка и инструкция могут быть как на арабском, так и на русском языке. Мы всегда указываем эту информацию на слайдах в карточке товара, но заранее уточнить конкретный вариант, к сожалению, не можем.
Инструкция к лампе может быть на арабском?;Здравствуйте, уважаемый покупатель! В данной модели лампы, в зависимости от партии, пульт, коробка и инструкция могут быть как на арабском, так и на русском языке. Мы всегда указываем эту информацию на слайдах в карточке товара, но заранее уточнить конкретный вариант, к сожалению, не можем.
Пульт к лампе бывает на арабском языке?;Здравствуйте, уважаемый покупатель! В данной модели лампы, в зависимости от партии, пульт, коробка и инструкция могут быть как на арабском, так и на русском языке. Мы всегда указываем эту информацию на слайдах в карточке товара, но заранее уточнить конкретный вариант, к сожалению, не можем.
Можно заказать лампу с арабской инструкцией и пультом?;Здравствуйте, уважаемый покупатель! В данной модели лампы, в зависимости от партии, пульт, коробка и инструкция могут быть как на арабском, так и на русском языке. Мы всегда указываем эту информацию на слайдах в карточке товара, но заранее уточнить конкретный вариант, к сожалению, не можем.
Какая инструкция и пульт в комплекте — на русском или арабском?;Здравствуйте, уважаемый покупатель! В данной модели лампы, в зависимости от партии, пульт, коробка и инструкция могут быть как на арабском, так и на русском языке. Мы всегда указываем эту информацию на слайдах в карточке товара, но заранее уточнить конкретный вариант, к сожалению, не можем.
А будильник есть у лампы?;Здравствуйте, уважаемый покупатель! В данной модели лампы функция будильника не поддерживается.
Есть ли у лампы функция будильника?;Здравствуйте, уважаемый покупатель! В данной модели лампы функция будильника не поддерживается.
Можно ли использовать лампу как будильник?;Здравствуйте, уважаемый покупатель! В данной модели лампы функция будильника не поддерживается.
Лампа может сама включаться как будильник?;Здравствуйте, уважаемый покупатель! В данной модели лампы функция будильника не поддерживается.
В лампе есть режим будильника?;Здравствуйте, уважаемый покупатель! В данной модели лампы функция будильника не поддерживается.
Есть ли режим чтения Корана без света в лампе?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Можно ли слушать Коран на лампе без света?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Как включить Коран без подсветки на лампе?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Можно ли, чтобы лампа читала Коран без включённого света?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Как сделать, чтобы при чтении Корана лампа не светилась?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Есть ли режим чтения Корана без света в лампе?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Можно ли слушать Коран на лампе без света?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Как включить Коран без подсветки на лампе?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Можно ли, чтобы лампа читала Коран без включённого света?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Как сделать, чтобы при чтении Корана лампа не светилась?;Здравствуйте! К сожалению, в данной модели нет отдельного режима, чтобы лампа полностью читала Коран без подсветки. Лампа всегда светится при включении — это признак, что она работает и заряжается. Если свет мешает, вы можете выбрать нейтральный оттенок (один из 7 доступных) и установить минимальную яркость. Будем рады видеть вас в числе наших покупателей и в будущем! С наилучшими пожеланиями, команда MalDina.
Сколько держит заряд лампа Луна?;Здравствуйте, уважаемый покупатель! Время зарядки лампы Луна — около 1,5–2 часов. После этого она работает автономно от 4 до 12 часов (в зависимости от яркости и громкости). С наилучшими пожеланиями, команда MalDina.
На сколько часов хватает заряда у лампы Луна?;Здравствуйте, уважаемый покупатель! Время зарядки лампы Луна — около 1,5–2 часов. После этого она работает автономно от 4 до 12 часов (в зависимости от яркости и громкости). С наилучшими пожеланиями, команда MalDina.
Как долго работает лампа Луна без подзарядки?;Здравствуйте, уважаемый покупатель! Время зарядки лампы Луна — около 1,5–2 часов. После этого она работает автономно от 4 до 12 часов (в зависимости от яркости и громкости). С наилучшими пожеланиями, команда MalDina.
Сколько времени работает лампа Луна от аккумулятора?;Здравствуйте, уважаемый покупатель! Время зарядки лампы Луна — около 1,5–2 часов. После этого она работает автономно от 4 до 12 часов (в зависимости от яркости и громкости). С наилучшими пожеланиями, команда MalDina.
Какой заряд у лампы Луна и на сколько его хватает?;Здравствуйте, уважаемый покупатель! Время зарядки лампы Луна — около 1,5–2 часов. После этого она работает автономно от 4 до 12 часов (в зависимости от яркости и громкости). С наилучшими пожеланиями, команда MalDina.
Как понять, что лампа заряжается?;Здравствуйте, уважаемый покупатель! Во время зарядки лампа мигает зелёным светом. Когда аккумулятор полностью заряжен — индикатор горит зелёным без мигания.
Как лампа показывает процесс зарядки?;Здравствуйте, уважаемый покупатель! Во время зарядки лампа мигает зелёным светом. Когда аккумулятор полностью заряжен — индикатор горит зелёным без мигания.
Как определить, что лампа зарядилась?;Здравствуйте, уважаемый покупатель! Во время зарядки лампа мигает зелёным светом. Когда аккумулятор полностью заряжен — индикатор горит зелёным без мигания.
Какая индикация у лампы при зарядке?;Здравствуйте, уважаемый покупатель! Во время зарядки лампа мигает зелёным светом. Когда аккумулятор полностью заряжен — индикатор горит зелёным без мигания.
Как лампа сигнализирует о полной зарядке?;Здравствуйте, уважаемый покупатель! Во время зарядки лампа мигает зелёным светом. Когда аккумулятор полностью заряжен — индикатор горит зелёным без мигания.
Сколько по времени заряжается лампа Луна и сколько держит заряд?;Здравствуйте, уважаемый покупатель! Лампа Луна заряжается примерно 2 часа и работает автономно до 12 часов — в зависимости от уровня яркости и громкости. Лампа также уведомляет, когда требуется подзарядка.
Сколько часов заряжается лампа Луна?;Здравствуйте, уважаемый покупатель! Лампа Луна заряжается примерно 2 часа и работает автономно до 12 часов — в зависимости от уровня яркости и громкости. Лампа также уведомляет, когда требуется подзарядка.
На сколько хватает заряда лампы Луна?;Здравствуйте, уважаемый покупатель! Лампа Луна заряжается примерно 2 часа и работает автономно до 12 часов — в зависимости от уровня яркости и громкости. Лампа также уведомляет, когда требуется подзарядка.
Как долго лампа Луна держит заряд?;Здравствуйте, уважаемый покупатель! Лампа Луна заряжается примерно 2 часа и работает автономно до 12 часов — в зависимости от уровня яркости и громкости. Лампа также уведомляет, когда требуется подзарядка.
Сколько времени нужно заряжать лампу Луна?;Здравствуйте, уважаемый покупатель! Лампа Луна заряжается примерно 2 часа и работает автономно до 12 часов — в зависимости от уровня яркости и громкости. Лампа также уведомляет, когда требуется подзарядка.
Какие еще лампы на ВБ;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Какие модели ламп, читающих Коран, есть на Wildberries?;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Можете перечислить все доступные лампы с артикулом WB?;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Есть ли разные виды ламп (луна, вселенная, цилиндр) в магазине?;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Подскажите, какие лампы для чтения Корана можно купить на WB?;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Какие артикулы ламп доступны на Wildberries?;Эта флешка предназначена только для ламп, которые продаются в нашем магазине, отдельно она не работает. Лампы, читающие Коран, доступны в разных вариантах: Лампа вселенная (WB: 271020758), Лампа луна (WB: 270869273), Лампа цилиндр с часами (WB: 45710686), Лампа цилиндр без часов (WB: 211880898), Лампа-динамик в виде лампочки (WB: 311260435).
Как включить Коран?;Лампа читает полный Коран (все 114 сур). Нужный язык перевода можно выбрать нажатием на кнопку «trans» на пульте и выбрать нужный язык.
Лампа читает только суры или весь Коран?;Лампа читает полный Коран (все 114 сур). Нужный язык перевода можно выбрать нажатием на кнопку «trans» на пульте и выбрать нужный язык.
